Timestamp,Scenario,IP,Status,Duration_ms,CPU_ms,Memory_MB
2026-02-11T15:31:21.319Z,Rate-Limit-Login,::ffff:192.168.117.2,429,859,3595.69,136.10
2026-02-11T15:31:21.346Z,Rate-Limit-Login,::ffff:192.168.117.2,429,879,3681.58,136.49
2026-02-11T15:31:21.351Z,Rate-Limit-Login,::ffff:192.168.117.2,429,877,3655.77,136.85
2026-02-11T15:31:21.355Z,Rate-Limit-Login,::ffff:192.168.117.2,429,873,3625.09,137.00
2026-02-11T15:31:21.358Z,Rate-Limit-Login,::ffff:192.168.117.2,429,863,3589.58,137.13
2026-02-11T15:31:21.359Z,Rate-Limit-Login,::ffff:192.168.117.2,429,858,3569.27,137.26
2026-02-11T15:31:21.361Z,Rate-Limit-Login,::ffff:192.168.117.4,429,784,3258.37,137.39
2026-02-11T15:31:21.364Z,Rate-Limit-Login,::ffff:192.168.117.4,429,783,3247.89,137.51
2026-02-11T15:31:21.365Z,Rate-Limit-Login,::ffff:192.168.117.4,429,776,3213.42,137.64
2026-02-11T15:31:21.368Z,Rate-Limit-Login,::ffff:192.168.117.4,429,769,3184.25,138.00
2026-02-11T15:31:21.369Z,Rate-Limit-Login,::ffff:192.168.117.4,429,763,3162.52,138.12
2026-02-11T15:31:21.371Z,Rate-Limit-Login,::ffff:192.168.117.4,429,754,3126.77,138.24
2026-02-11T15:31:21.372Z,Rate-Limit-Login,::ffff:192.168.117.4,429,749,3094.79,138.35
2026-02-11T15:31:21.373Z,Rate-Limit-Login,::ffff:192.168.117.4,429,733,3018.28,138.47
2026-02-11T15:31:21.374Z,Rate-Limit-Login,::ffff:192.168.117.4,429,727,2989.76,138.59
2026-02-11T15:31:21.375Z,Rate-Limit-Login,::ffff:192.168.117.4,429,721,2964.14,138.71
2026-02-11T15:31:21.377Z,Basic-Login,::ffff:192.168.117.5,401,1424,5230.69,138.90
2026-02-11T15:31:21.378Z,Basic-Login,::ffff:192.168.117.5,401,1423,5229.05,138.96
2026-02-11T15:31:21.378Z,Basic-Login,::ffff:192.168.117.5,401,1420,5225.90,139.02
2026-02-11T15:31:21.379Z,Basic-Login,::ffff:192.168.117.5,401,1417,5218.78,139.08
2026-02-11T15:31:21.380Z,Basic-Login,::ffff:192.168.117.5,401,1412,5209.86,139.18
2026-02-11T15:31:21.380Z,Basic-Login,::ffff:192.168.117.5,401,1409,5204.50,139.24
2026-02-11T15:31:21.381Z,Basic-Login,::ffff:192.168.117.5,401,1407,5199.55,139.30
2026-02-11T15:31:21.397Z,Rate-Limit-Login,::ffff:192.168.117.10,429,176,679.37,141.30
2026-02-11T15:31:21.399Z,Rate-Limit-Login,::ffff:192.168.117.10,429,182,693.90,141.42
2026-02-11T15:31:21.400Z,Rate-Limit-Login,::ffff:192.168.117.10,429,187,710.37,141.53
2026-02-11T15:31:21.401Z,Rate-Limit-Login,::ffff:192.168.117.10,429,197,748.14,141.64
2026-02-11T15:31:21.402Z,Rate-Limit-Login,::ffff:192.168.117.10,429,203,769.04,141.75
2026-02-11T15:31:21.403Z,Rate-Limit-Login,::ffff:192.168.117.10,429,217,823.97,141.93
2026-02-11T15:31:21.404Z,Rate-Limit-Login,::ffff:192.168.117.10,429,226,860.38,142.04
2026-02-11T15:31:21.405Z,Rate-Limit-Login,::ffff:192.168.117.10,429,234,891.54,142.15
2026-02-11T15:31:21.406Z,Rate-Limit-Login,::ffff:192.168.117.10,429,243,926.33,142.27
2026-02-11T15:31:21.407Z,Rate-Limit-Login,::ffff:192.168.117.10,429,252,959.22,142.38
2026-02-11T15:31:21.411Z,Rate-Limit-Login,::ffff:192.168.117.8,429,373,1448.35,143.06
2026-02-11T15:31:21.412Z,Rate-Limit-Login,::ffff:192.168.117.8,429,369,1426.44,143.18
2026-02-11T15:31:21.415Z,Rate-Limit-Login,::ffff:192.168.117.8,429,388,1495.07,143.29
2026-02-11T15:31:21.416Z,Rate-Limit-Login,::ffff:192.168.117.8,429,398,1534.33,143.40
2026-02-11T15:31:21.417Z,Rate-Limit-Login,::ffff:192.168.117.8,429,413,1585.88,143.52
