Timestamp,Scenario,IP,Status,Duration_ms,CPU_ms,Memory_MB
2026-02-11T14:14:09.669Z,Basic-Login,::ffff:172.19.0.5,401,243,193.39,65.70
2026-02-11T14:14:09.682Z,Basic-Login,::ffff:172.19.0.3,401,283,244.74,66.10
2026-02-11T14:14:09.687Z,Basic-Login,::ffff:172.19.0.2,401,278,241.34,66.34
2026-02-11T14:14:09.974Z,Rate-Limit-Login,::ffff:172.19.0.2,401,107,141.20,72.68
2026-02-11T14:14:09.979Z,Rate-Limit-Login,::ffff:172.19.0.3,401,105,135.16,73.00
2026-02-11T14:14:09.988Z,Rate-Limit-Login,::ffff:172.19.0.5,401,110,138.57,73.17
2026-02-11T14:14:14.849Z,Basic-Login,::ffff:172.19.0.2,401,29,27.98,75.79
2026-02-11T14:14:14.851Z,Basic-Login,::ffff:172.19.0.5,401,13,4.85,75.92
2026-02-11T14:14:14.853Z,Basic-Login,::ffff:172.19.0.3,401,25,19.89,76.04
2026-02-11T14:14:14.875Z,Rate-Limit-Login,::ffff:172.19.0.2,401,11,13.38,78.77
2026-02-11T14:14:14.881Z,Rate-Limit-Login,::ffff:172.19.0.5,401,9,8.62,78.96
2026-02-11T14:14:14.884Z,Rate-Limit-Login,::ffff:172.19.0.3,401,10,8.90,79.08
