Timestamp,Scenario,IP,Status,Duration_ms,CPU_ms,Memory_MB
2026-02-11T14:03:53.872Z,::ffff:172.19.0.3,401,571,186.01,76.97
2026-02-11T14:03:53.886Z,::ffff:172.19.0.5,401,578,193.23,77.47
2026-02-11T14:03:53.891Z,::ffff:172.19.0.2,401,579,193.63,77.65
2026-02-11T14:03:54.125Z,::ffff:172.19.0.5,401,113,133.97,78.30
2026-02-11T14:03:54.141Z,::ffff:172.19.0.3,401,121,126.29,78.50
2026-02-11T14:03:54.148Z,::ffff:172.19.0.2,401,125,132.96,78.66
2026-02-11T14:03:59.194Z,::ffff:172.19.0.5,401,45,30.36,81.19
2026-02-11T14:03:59.205Z,::ffff:172.19.0.2,401,38,14.87,82.04
2026-02-11T14:03:59.210Z,::ffff:172.19.0.3,401,50,35.17,82.16
2026-02-11T14:03:59.225Z,::ffff:172.19.0.5,401,21,27.33,84.24
2026-02-11T14:03:59.232Z,::ffff:172.19.0.2,401,12,8.81,84.36
2026-02-11T14:03:59.240Z,::ffff:172.19.0.3,401,17,15.20,84.49
2026-02-11T14:04:04.266Z,::ffff:172.19.0.5,401,25,16.61,86.63
2026-02-11T14:04:04.268Z,::ffff:172.19.0.3,401,18,8.92,87.01
2026-02-11T14:04:04.269Z,::ffff:172.19.0.2,401,25,17.12,87.14
2026-02-11T14:04:04.286Z,::ffff:172.19.0.5,401,9,10.22,89.26
2026-02-11T14:04:04.289Z,::ffff:172.19.0.3,401,8,8.46,89.66
2026-02-11T14:04:04.292Z,::ffff:172.19.0.2,401,8,7.36,89.78
2026-02-11T14:04:09.347Z,::ffff:172.19.0.3,401,38,25.24,70.49
2026-02-11T14:04:09.353Z,::ffff:172.19.0.5,401,38,21.86,70.63
2026-02-11T14:04:09.355Z,::ffff:172.19.0.2,401,36,16.43,70.74
2026-02-11T14:04:09.370Z,::ffff:172.19.0.3,401,7,8.12,71.06
2026-02-11T14:04:09.380Z,::ffff:172.19.0.2,401,11,10.23,71.15
2026-02-11T14:04:09.382Z,::ffff:172.19.0.5,401,6,4.86,71.27
2026-02-11T14:04:14.408Z,::ffff:172.19.0.3,401,25,25.85,72.30
2026-02-11T14:04:14.412Z,::ffff:172.19.0.2,401,10,6.00,72.44
2026-02-11T14:04:14.414Z,::ffff:172.19.0.5,401,19,18.24,72.55
2026-02-11T14:04:14.429Z,::ffff:172.19.0.3,401,8,9.04,73.38
2026-02-11T14:04:14.437Z,::ffff:172.19.0.5,401,9,12.90,73.76
2026-02-11T14:04:14.443Z,::ffff:172.19.0.2,401,7,10.71,73.92
2026-02-11T14:04:19.295Z,::ffff:172.19.0.3,401,15,14.68,75.10
2026-02-11T14:04:19.297Z,::ffff:172.19.0.5,401,9,11.36,75.26
2026-02-11T14:04:19.306Z,::ffff:172.19.0.2,401,12,13.08,75.53
2026-02-11T14:04:19.311Z,::ffff:172.19.0.3,429,6,5.57,75.18
2026-02-11T14:04:19.320Z,::ffff:172.19.0.5,429,6,8.46,76.54
2026-02-11T14:04:19.325Z,::ffff:172.19.0.2,429,6,10.47,76.66
2026-02-11T14:04:24.335Z,::ffff:172.19.0.3,401,10,9.94,73.02
2026-02-11T14:04:24.344Z,::ffff:172.19.0.5,401,11,10.93,72.14
2026-02-11T14:04:24.358Z,::ffff:172.19.0.2,401,9,9.88,73.49
2026-02-11T14:04:24.364Z,::ffff:172.19.0.3,429,7,8.46,72.88
2026-02-11T14:04:24.373Z,::ffff:172.19.0.5,429,5,5.98,73.25
2026-02-11T14:04:24.383Z,::ffff:172.19.0.2,429,4,1.96,73.86
2026-02-11T14:04:29.397Z,::ffff:172.19.0.3,401,16,9.34,74.31
2026-02-11T14:04:29.401Z,::ffff:172.19.0.5,401,16,8.17,74.50
2026-02-11T14:04:29.415Z,::ffff:172.19.0.3,429,5,5.33,75.86
2026-02-11T14:04:29.421Z,::ffff:172.19.0.2,401,8,10.03,75.93
2026-02-11T14:04:29.424Z,::ffff:172.19.0.5,429,4,3.09,76.07
2026-02-11T14:04:29.435Z,::ffff:172.19.0.2,429,3,1.63,76.92
2026-02-11T14:04:34.440Z,::ffff:172.19.0.3,401,9,8.61,77.20
2026-02-11T14:04:34.447Z,::ffff:172.19.0.5,401,8,8.47,77.00
2026-02-11T14:04:34.457Z,::ffff:172.19.0.3,429,5,6.08,77.70
2026-02-11T14:04:34.465Z,::ffff:172.19.0.2,401,9,10.81,78.52
2026-02-11T14:04:34.469Z,::ffff:172.19.0.5,429,5,4.59,78.65
2026-02-11T14:04:34.481Z,::ffff:172.19.0.2,429,4,3.83,78.37
2026-02-11T14:04:39.487Z,::ffff:172.19.0.3,401,16,8.21,80.28
2026-02-11T14:04:39.491Z,::ffff:172.19.0.5,401,12,6.77,79.50
2026-02-11T14:04:39.506Z,::ffff:172.19.0.2,401,7,13.33,80.61
2026-02-11T14:04:39.517Z,::ffff:172.19.0.3,429,11,18.47,80.83
2026-02-11T14:04:39.520Z,::ffff:172.19.0.5,429,4,7.21,80.96
2026-02-11T14:04:39.556Z,::ffff:172.19.0.2,429,18,33.18,74.40
2026-02-11T14:04:44.548Z,::ffff:172.19.0.3,401,18,8.32,75.86
2026-02-11T14:04:44.550Z,::ffff:172.19.0.5,401,15,4.69,76.00
2026-02-11T14:04:44.562Z,::ffff:172.19.0.3,429,6,7.38,76.08
2026-02-11T14:04:44.566Z,::ffff:172.19.0.5,429,4,2.86,76.21
2026-02-11T14:04:44.578Z,::ffff:172.19.0.2,401,5,2.43,76.61
2026-02-11T14:04:44.588Z,::ffff:172.19.0.2,429,4,1.56,77.33
2026-02-11T14:04:49.420Z,::ffff:172.19.0.3,401,5,7.00,78.03
2026-02-11T14:04:49.428Z,::ffff:172.19.0.5,401,10,11.14,77.65
2026-02-11T14:04:49.438Z,::ffff:172.19.0.3,429,4,5.75,78.23
2026-02-11T14:04:49.447Z,::ffff:172.19.0.5,429,5,6.30,78.86
2026-02-11T14:04:49.455Z,::ffff:172.19.0.2,401,9,7.26,79.22
2026-02-11T14:04:49.467Z,::ffff:172.19.0.2,429,4,1.43,79.48
2026-02-11T14:04:54.474Z,::ffff:172.19.0.3,401,23,10.91,79.96
2026-02-11T14:04:54.476Z,::ffff:172.19.0.5,401,15,6.57,80.09
2026-02-11T14:04:54.510Z,::ffff:172.19.0.2,401,22,17.18,81.67
2026-02-11T14:04:54.512Z,::ffff:172.19.0.3,401,21,14.79,81.79
2026-02-11T14:04:54.513Z,::ffff:172.19.0.5,401,16,9.50,81.91
2026-02-11T14:04:54.538Z,::ffff:172.19.0.2,401,18,15.34,82.84
2026-02-11T14:04:59.546Z,::ffff:172.19.0.5,401,19,10.66,82.90
2026-02-11T14:04:59.548Z,::ffff:172.19.0.3,401,16,4.95,83.03
2026-02-11T14:04:59.568Z,::ffff:172.19.0.2,401,13,14.17,84.09
2026-02-11T14:04:59.616Z,::ffff:172.19.0.3,401,54,88.39,71.30
2026-02-11T14:04:59.619Z,::ffff:172.19.0.5,401,52,86.39,71.52
2026-02-11T14:04:59.621Z,::ffff:172.19.0.2,401,14,20.27,71.63
2026-02-11T14:05:04.645Z,::ffff:172.19.0.5,401,11,13.21,72.06
2026-02-11T14:05:04.648Z,::ffff:172.19.0.2,401,10,11.71,72.23
2026-02-11T14:05:04.657Z,::ffff:172.19.0.3,401,13,16.58,72.60
