Timestamp,Scenario,IP,Status,Duration_ms,CPU_ms,Memory_MB
2026-02-24T06:57:35.855Z,Basic-Login,unknown,400,4,3.77,106.58
2026-02-24T06:57:35.867Z,Basic-Login,unknown,400,1,0.82,106.87
2026-02-24T06:57:35.875Z,Basic-Login,unknown,400,2,1.72,107.42
2026-02-24T06:57:35.881Z,Basic-Login,unknown,400,1,0.99,107.99
2026-02-24T06:57:35.886Z,Basic-Login,unknown,400,1,0.82,108.30
2026-02-24T06:57:35.893Z,Basic-Login,unknown,400,1,1.02,108.91
2026-02-24T06:57:35.898Z,Basic-Login,unknown,400,1,0.82,109.22
2026-02-24T06:57:35.904Z,Captcha-Login,unknown,400,1,1.46,109.81
2026-02-24T06:57:35.912Z,Captcha-Login,unknown,400,1,1.02,110.13
2026-02-24T06:57:35.918Z,Captcha-Login,unknown,400,1,0.86,110.69
2026-02-24T06:57:35.922Z,Captcha-Login,unknown,400,1,0.65,111.25
2026-02-24T06:57:35.926Z,Captcha-Login,unknown,400,1,0.59,111.56
2026-02-24T06:57:35.932Z,Captcha-Login,unknown,400,3,2.04,112.12
2026-02-24T06:57:35.937Z,Rate-Limit-Login,unknown,400,1,0.99,112.68
2026-02-24T06:57:35.942Z,Rate-Limit-Login,unknown,400,0,0.86,112.99
2026-02-24T06:57:35.951Z,Rate-Limit-Login,unknown,400,2,1.28,113.61
2026-02-24T06:57:35.956Z,Rate-Limit-Login,unknown,400,1,0.77,113.93
2026-02-24T06:57:35.960Z,Basic-Login,unknown,400,1,0.68,114.51
2026-02-24T06:57:35.964Z,Basic-Login,unknown,400,1,0.63,114.82
2026-02-24T06:57:35.968Z,Basic-Login,unknown,400,0,0.65,115.38
2026-02-24T06:57:35.972Z,Basic-Login,unknown,400,0,0.65,115.94
2026-02-24T06:57:35.978Z,Captcha-Login,unknown,400,0,1.72,116.25
2026-02-24T06:57:35.984Z,Basic-Login,unknown,400,1,0.85,116.80
2026-02-24T06:57:35.989Z,Captcha-Login,unknown,400,1,2.06,117.14
2026-02-24T06:57:36.000Z,Basic-Login,unknown,400,0,0.65,117.68
2026-02-24T06:57:36.004Z,Captcha-Login,unknown,400,1,0.71,118.25
2026-02-24T06:57:36.008Z,Captcha-Login,unknown,400,1,0.60,118.54
2026-02-24T06:57:36.012Z,Rate-Limit-Login,unknown,400,1,0.61,119.08
2026-02-24T06:57:36.055Z,Captcha-Login,unknown,400,1,1.80,113.13
2026-02-24T06:57:36.059Z,Rate-Limit-Login,unknown,400,0,0.58,113.42
2026-02-24T06:57:36.064Z,Captcha-Login,unknown,400,0,3.26,113.96
2026-02-24T06:57:36.070Z,Captcha-Login,unknown,400,1,1.66,114.50
2026-02-24T06:57:36.074Z,Captcha-Login,unknown,400,0,0.69,115.03
2026-02-24T06:57:36.079Z,Captcha-Login,unknown,400,0,0.62,115.32
2026-02-24T06:57:36.083Z,Captcha-Login,unknown,400,1,1.28,115.85
2026-02-24T06:57:36.091Z,Captcha-Login,unknown,400,1,0.67,116.38
2026-02-24T06:57:36.095Z,Captcha-Login,unknown,400,1,0.57,116.67
2026-02-24T06:57:36.102Z,Basic-Login,unknown,400,3,0.93,117.21
2026-02-24T06:57:36.124Z,Basic-Login,unknown,400,5,0.91,117.74
2026-02-24T06:57:36.162Z,Basic-Login,unknown,400,0,0.81,118.26
2026-02-24T06:57:36.167Z,Basic-Login,unknown,400,0,0.74,118.54
2026-02-24T06:57:36.171Z,Captcha-Login,unknown,400,1,0.72,119.08
2026-02-24T06:57:36.176Z,Captcha-Login,unknown,400,1,0.63,119.61
2026-02-24T06:57:36.180Z,Captcha-Login,unknown,400,1,1.02,119.89
2026-02-24T06:57:36.188Z,Rate-Limit-Login,unknown,400,2,2.73,120.42
2026-02-24T06:57:36.196Z,Rate-Limit-Login,unknown,400,1,0.85,120.95
2026-02-24T06:57:36.205Z,Rate-Limit-Login,unknown,400,3,5.59,121.24
2026-02-24T06:57:36.215Z,Rate-Limit-Login,unknown,400,1,0.75,121.79
2026-02-24T06:57:36.219Z,Rate-Limit-Login,unknown,400,1,0.59,122.32
2026-02-24T06:57:36.223Z,Rate-Limit-Login,unknown,400,1,0.80,122.61
2026-02-24T06:57:36.227Z,Captcha-Login,unknown,400,1,0.70,123.14
2026-02-24T06:57:36.231Z,Basic-Login,unknown,400,1,0.60,123.67
2026-02-24T06:57:36.234Z,Basic-Login,unknown,400,0,0.61,123.97
2026-02-24T06:57:36.239Z,Basic-Login,unknown,400,1,0.63,124.51
2026-02-24T06:57:36.245Z,Basic-Login,unknown,400,1,3.95,125.04
2026-02-24T06:57:36.249Z,Captcha-Login,unknown,400,1,0.69,125.35
2026-02-24T06:57:36.253Z,Captcha-Login,unknown,400,1,0.59,125.89
2026-02-24T06:57:36.256Z,Captcha-Login,unknown,400,0,0.61,126.42
2026-02-24T06:57:36.260Z,Rate-Limit-Login,unknown,400,1,0.60,126.71
2026-02-24T06:57:36.264Z,Captcha-Login,unknown,400,1,0.61,127.26
2026-02-24T06:57:36.267Z,Rate-Limit-Login,unknown,400,1,0.59,127.78
2026-02-24T06:57:36.271Z,Captcha-Login,unknown,400,1,0.83,128.07
2026-02-24T06:57:36.274Z,Rate-Limit-Login,unknown,400,0,0.62,128.60
2026-02-24T06:57:36.278Z,Rate-Limit-Login,unknown,400,1,0.76,129.13
2026-02-24T06:57:36.282Z,Rate-Limit-Login,unknown,400,1,0.62,129.66
2026-02-24T06:57:36.286Z,Captcha-Login,unknown,400,1,0.65,129.94
2026-02-24T06:57:36.292Z,Rate-Limit-Login,unknown,400,2,1.64,130.46
2026-02-24T06:57:36.296Z,Rate-Limit-Login,unknown,400,1,0.67,130.98
2026-02-24T06:57:36.299Z,Rate-Limit-Login,unknown,400,0,0.61,131.26
2026-02-24T06:57:36.304Z,Rate-Limit-Login,unknown,400,0,0.77,131.80
2026-02-24T06:57:36.308Z,Rate-Limit-Login,unknown,400,1,0.60,132.34
2026-02-24T06:57:36.321Z,Basic-Login,unknown,400,1,0.73,124.42
2026-02-24T06:57:36.325Z,Basic-Login,unknown,400,1,0.61,124.70
2026-02-24T06:57:36.329Z,Basic-Login,unknown,400,1,0.62,125.21
2026-02-24T06:57:36.333Z,Rate-Limit-Login,unknown,400,1,0.73,125.56
2026-02-24T06:57:36.337Z,Rate-Limit-Login,unknown,400,1,0.59,126.14
2026-02-24T06:57:36.340Z,Rate-Limit-Login,unknown,400,0,0.60,126.66
2026-02-24T06:57:36.344Z,Basic-Login,unknown,400,1,0.60,126.94
2026-02-24T06:57:36.348Z,Rate-Limit-Login,unknown,400,1,0.63,127.47
2026-02-24T06:57:36.352Z,Basic-Login,unknown,400,1,0.73,127.99
2026-02-24T06:57:36.356Z,Rate-Limit-Login,unknown,400,1,0.60,128.53
2026-02-24T06:57:36.360Z,Rate-Limit-Login,unknown,400,1,0.66,128.81
2026-02-24T06:57:36.365Z,Rate-Limit-Login,unknown,400,0,0.63,131.09
2026-02-24T06:57:36.369Z,Rate-Limit-Login,unknown,400,1,0.83,131.61
2026-02-24T06:57:36.373Z,Captcha-Login,unknown,400,1,0.87,131.89
2026-02-24T06:57:36.377Z,Basic-Login,unknown,400,1,0.62,132.42
2026-02-24T06:57:36.381Z,Basic-Login,unknown,400,0,0.63,132.95
2026-02-24T06:57:36.385Z,Captcha-Login,unknown,400,1,0.55,133.23
2026-02-24T06:57:36.389Z,Rate-Limit-Login,unknown,400,0,0.59,133.75
2026-02-24T06:57:36.393Z,Basic-Login,unknown,400,1,1.95,134.27
2026-02-24T06:57:36.396Z,Basic-Login,unknown,400,0,0.87,134.80
2026-02-24T06:57:36.400Z,Basic-Login,unknown,400,1,1.73,135.08
2026-02-24T06:57:36.404Z,Basic-Login,unknown,400,1,1.36,135.60
2026-02-24T06:57:36.409Z,Basic-Login,unknown,400,1,0.71,136.36
2026-02-24T06:57:36.413Z,Rate-Limit-Login,unknown,400,1,0.64,136.64
2026-02-24T06:57:36.416Z,Captcha-Login,unknown,400,1,0.57,137.16
2026-02-24T06:57:36.420Z,Captcha-Login,unknown,400,1,2.17,137.69
2026-02-24T06:57:36.425Z,Captcha-Login,unknown,400,0,0.87,138.21
2026-02-24T06:57:36.429Z,Captcha-Login,unknown,400,1,0.87,138.49
2026-02-24T06:57:36.434Z,Basic-Login,unknown,400,1,0.63,139.02
2026-02-24T06:57:36.438Z,Captcha-Login,unknown,400,0,0.60,139.54
2026-02-24T06:57:36.442Z,Captcha-Login,unknown,400,0,0.91,139.82
2026-02-24T06:57:36.445Z,Rate-Limit-Login,unknown,400,1,0.59,140.34
2026-02-24T06:57:36.449Z,Rate-Limit-Login,unknown,400,1,0.66,140.87
2026-02-24T06:57:36.453Z,Rate-Limit-Login,unknown,400,1,0.77,141.40
2026-02-24T06:57:36.457Z,Basic-Login,unknown,400,0,2.05,141.68
2026-02-24T06:57:36.463Z,Rate-Limit-Login,unknown,400,0,0.68,142.20
2026-02-24T06:57:36.466Z,Rate-Limit-Login,unknown,400,1,0.54,142.72
2026-02-24T06:57:36.469Z,Rate-Limit-Login,unknown,400,0,0.61,143.00
2026-02-24T06:57:36.473Z,Rate-Limit-Login,unknown,400,1,0.58,143.53
2026-02-24T06:57:36.476Z,Captcha-Login,unknown,400,0,0.59,144.05
2026-02-24T06:57:36.480Z,Rate-Limit-Login,unknown,400,1,0.60,144.57
2026-02-24T06:57:36.483Z,Rate-Limit-Login,unknown,400,0,0.58,144.85
2026-02-24T06:57:36.498Z,Rate-Limit-Login,unknown,400,1,0.77,137.25
2026-02-24T06:57:36.501Z,Basic-Login,unknown,400,0,0.60,137.73
2026-02-24T06:57:36.505Z,Basic-Login,unknown,400,1,0.57,138.19
2026-02-24T06:57:36.508Z,Basic-Login,unknown,400,0,0.64,138.64
2026-02-24T06:57:36.513Z,Basic-Login,unknown,400,1,0.64,139.17
2026-02-24T06:57:36.517Z,Basic-Login,unknown,400,1,0.61,139.45
2026-02-24T06:57:36.521Z,Basic-Login,unknown,400,0,0.59,139.97
2026-02-24T06:57:36.524Z,Basic-Login,unknown,400,1,0.54,140.49
2026-02-24T06:57:36.528Z,Basic-Login,unknown,400,1,0.73,141.01
2026-02-24T06:57:36.533Z,Captcha-Login,unknown,400,1,0.70,141.29
2026-02-24T06:57:36.537Z,Captcha-Login,unknown,400,0,0.62,141.81
2026-02-24T06:57:36.544Z,Captcha-Login,unknown,400,1,1.13,142.33
2026-02-24T06:57:36.552Z,Captcha-Login,unknown,400,2,1.95,142.60
2026-02-24T06:57:36.557Z,Captcha-Login,unknown,400,0,1.51,143.13
2026-02-24T06:57:36.561Z,Basic-Login,unknown,400,1,0.67,143.66
2026-02-24T06:57:36.565Z,Basic-Login,unknown,400,1,0.85,143.93
2026-02-24T06:57:36.572Z,Basic-Login,unknown,400,0,0.78,144.45
2026-02-24T06:57:36.577Z,Rate-Limit-Login,unknown,400,1,1.44,144.98
2026-02-24T06:57:36.583Z,Rate-Limit-Login,unknown,400,0,0.85,145.50
2026-02-24T06:57:36.587Z,Basic-Login,unknown,400,1,0.86,145.77
2026-02-24T06:57:36.592Z,Captcha-Login,unknown,400,1,0.92,146.30
2026-02-24T06:57:36.597Z,Captcha-Login,unknown,400,1,0.72,146.82
2026-02-24T06:57:36.601Z,Rate-Limit-Login,unknown,400,0,0.85,147.09
2026-02-24T06:57:36.607Z,Captcha-Login,unknown,400,0,0.86,147.61
2026-02-24T06:57:36.610Z,Captcha-Login,unknown,400,0,0.59,148.14
2026-02-24T06:57:36.614Z,Captcha-Login,unknown,400,1,0.58,148.67
2026-02-24T06:57:36.617Z,Captcha-Login,unknown,400,0,0.62,148.94
2026-02-24T06:57:36.621Z,Basic-Login,unknown,400,1,0.61,149.46
2026-02-24T06:57:36.625Z,Basic-Login,unknown,400,0,1.85,149.98
2026-02-24T06:57:36.628Z,Basic-Login,unknown,400,1,0.63,150.25
